spelling,tags,target_word_ids,decision,reason,translation_reference,inflections_reference,source_id
equipment,gk cet4 cet6 ky toefl ielts,"[""cet4-w-0cdba6737b86f653ddf1""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 装备, 设备, 才能
[化] 设备; 装备; 装置",s:equipments,ecdict-bc015ed2e24a
equivalent,cet4 cet6 ky toefl ielts gre,"[""cet4-w-645a604d189e8e98f0ef""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 同等物, 等价物, 相等物
a. 相等的, 相当的, 同意义的
[计] 等价的",s:equivalents,ecdict-bc015ed2e24a
era,cet4 cet6 ky toefl,"[""cet4-w-d1e70f879c62aae7733d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 时代, 纪元, 时期",s:eras,ecdict-bc015ed2e24a
erect,cet4 cet6 ky toefl ielts gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"a. 直立的, 竖立的, 笔直的
vt. 使竖立, 使直立, 树立, 建立
vi. 勃起",d:erected/p:erected/i:erecting/3:erects,ecdict-bc015ed2e24a
error,gk cet4 cet6 ky toefl,"[""cet4-w-4b461f428a545e61a329""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 错误, 过失, 失误, 误差
[计] 错误",s:errors,ecdict-bc015ed2e24a
escape,gk cet4 cet6 ky toefl,"[""cet4-w-51f9bd62ee55e62e7217""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 逃亡, 避难设备, 逃跑
vi. 逃脱, 避开, 溜走
vt. 逃避, 避免, 被...忘掉",p:escaped/d:escaped/i:escaping/3:escapes/s:escapes,ecdict-bc015ed2e24a
especially,zk gk cet4 cet6 ky,"[""cet4-w-7065c90b837a84ff6149""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 尤其, 特别, 格外",,ecdict-bc015ed2e24a
essay,gk cet4 cet6 ky ielts,"[""cet4-w-c29894d9868fcb987964""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 随笔, 短文, 评论, 企图
vt. 试图",s:essays/p:essayed/d:essayed/i:essaying/3:essays,ecdict-bc015ed2e24a
essential,cet4 cet6 ky toefl ielts gre,"[""cet4-w-399a06ace2af5f904435""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 要素, 要点, 本质
a. 必要的, 重要的, 本质的
[计] 本质冒险",s:essentials,ecdict-bc015ed2e24a
establish,cet4 cet6 ky ielts,"[""cet4-w-9acd3ae09e5820df61c5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 建立, 确立, 制定
vi. 移植生长",d:established/i:establishing/p:established/3:establishes,ecdict-bc015ed2e24a
establishment,cet4 cet6 ky,"[""cet4-w-0948402f28879714cb30""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 确立, 制定, 设施
[经] 企业, 公司, 商店",s:establishments,ecdict-bc015ed2e24a
estate,cet4 cet6 ky toefl ielts,"[""cet4-w-582fe4270eb66c62ed79""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 不动产, (人生的)阶段, 阶层, 财产
[经] 房地产, 遗产, 财产",s:estates,ecdict-bc015ed2e24a
estimate,cet4 cet6 ky toefl ielts,"[""cet4-w-9ade57898f806adaee53""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 估计, 判断
vt. 估计, 评价, 判断
vi. 估计",d:estimated/s:estimates/p:estimated/3:estimates/i:estimating,ecdict-bc015ed2e24a
evacuate,cet4 cet6 ky toefl ielts gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"v. 疏散, 撤出, 排泄",d:evacuated/i:evacuating/p:evacuated/3:evacuates,ecdict-bc015ed2e24a
evaluate,gk cet4 cet6 ky toefl ielts,"[""cet4-w-d038a26537eecc04c457""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 评估, 评价, 赋值",d:evaluated/i:evaluating/p:evaluated/3:evaluates,ecdict-bc015ed2e24a
evaporate,cet4 cet6 ky toefl ielts gre,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"vi. 蒸发, 失去水分, 消失
vt. 使蒸发, 使脱水, 使消失",d:evaporated/3:evaporates/p:evaporated/i:evaporating/s:evaporates,ecdict-bc015ed2e24a
eve,cet4 ky,"[""cet4-w-27a229f2179d5af3b6f5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 前夕, 前夜",s:eves,ecdict-bc015ed2e24a
event,gk cet4 ky ielts,"[""cet4-w-7fd30832678bf36b6cd5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 事件, 结果, 事情的进程, 竞赛项目
[计] 事件",s:events,ecdict-bc015ed2e24a
eventually,gk cet4 cet6 ky toefl ielts,"[""cet4-w-38823b3d6a68d28ae641""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 最后, 终于",,ecdict-bc015ed2e24a
everyday,zk gk cet4 ky,"[""cet4-w-da913e535065593f5adc""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 每天的, 日常的, 平常的",,ecdict-bc015ed2e24a
evidence,gk cet4 cet6 ky toefl ielts,"[""cet4-w-3676a3f0ea228087d8b1""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 根据, 证据, 迹象
[经] 证据, 凭证",d:evidenced/s:evidences/i:evidencing/p:evidenced/3:evidences,ecdict-bc015ed2e24a
evident,gk cet4 cet6 ky toefl,"[""cet4-w-9dbc11e3018570fcb05a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 显然的, 明显的",,ecdict-bc015ed2e24a
evil,cet4 cet6 ky,"[""cet4-w-8cd48d8da4b185f0cfd8""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 邪恶, 不幸, 罪恶
a. 邪恶的, 不幸的, 有害的, 讨厌的",s:evils,ecdict-bc015ed2e24a
evolution,gk cet4 cet6 ky toefl ielts,"[""cet4-w-4dc8db865bc9036053e9""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 进化, 发展, 进展, (气体)放出, 开方
[医] 进化, 演化, 旋出",s:evolutions,ecdict-bc015ed2e24a
evolve,cet4 cet6 ky toefl gre,"[""cet4-w-fa5a06ea1a4a9ab7b8c8""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vi. 进展, 进化, 展开
vt. 使发展, 使推断出, 使进化",d:evolved/p:evolved/i:evolving/3:evolves,ecdict-bc015ed2e24a
exact,gk cet4 ky toefl gre,"[""cet4-w-debeb5d4beebc1db25a1""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 精确的, 准确的, 精密的
vt. 强求, 急需",d:exacted/p:exacted/3:exacts/i:exacting,ecdict-bc015ed2e24a
exactly,gk cet4,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"adv. 确切地, 精确地, 恰好, 完全地, 确实, 恰恰正是, 确实如此",,ecdict-bc015ed2e24a
exaggerate,cet4 cet6 ky toefl ielts gre,"[""cet4-w-4439e23ad97db07aca1d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"v. 夸大, 夸张",d:exaggerated/i:exaggerating/p:exaggerated/3:exaggerates,ecdict-bc015ed2e24a
examination,zk cet4 cet6 ielts,"[""cet4-w-37292d0b28fd0e4cdb46""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 考试, 测验, 审查
[医] 检查, 诊察",s:examinations,ecdict-bc015ed2e24a
examine,zk gk cet4 cet6 ky,"[""cet4-w-3ab09e224473b7cb39c9""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"v. 检查, 调查, 考试",d:examined/i:examining/p:examined/3:examines,ecdict-bc015ed2e24a
exceed,cet4 cet6 ky toefl ielts gre,"[""cet4-w-37faf8a0cde0a0b0064a""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 超过, 超越, 胜过
vi. 超过其他",3:exceeds/i:exceeding/d:exceeded/p:exceeded,ecdict-bc015ed2e24a
exceedingly,cet4 cet6 ky ielts,"[""cet4-w-5f9ed82c7ab6ebc6e7b1""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"adv. 极端地, 极度地, 非常",,ecdict-bc015ed2e24a
excellent,zk gk cet4 cet6 ky toefl,"[""cet4-w-8f9e171f98b34468082e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 优良的, 杰出的, 出色的",,ecdict-bc015ed2e24a
exception,cet4 cet6 ky toefl ielts,"[""cet4-w-d0368513806da3e108d5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 例外, 除外, 异议
[计] 例外; 异常",s:exceptions,ecdict-bc015ed2e24a
excess,cet4 cet6 ky toefl ielts gre,"[""cet4-w-7ce2a22a2ccce2aa4df5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 过度, 剩于, 超过, 超额
a. 过量的, 额外的",s:excesses,ecdict-bc015ed2e24a
excessive,cet4 cet6 ky toefl,"[""cet4-w-46ea1aa8d842f3106e57""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 过度的, 过多的, 极端的
[法] 过度的, 过分的, 额外的",,ecdict-bc015ed2e24a
exchange,gk cet4 cet6 ky toefl ielts,"[""cet4-w-ded743def51da77f7338""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 交换, (电话)交换局, 交换机, 汇兑, 交易所
v. 交换, 交易, 兑换
[计] 交换; 电话局",s:exchanges/d:exchanged/p:exchanged/i:exchanging/3:exchanges,ecdict-bc015ed2e24a
excite,zk gk cet4 cet6 ky toefl,"[""cet4-w-e6399b805d77547c76ca""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 刺激, 使兴奋, 激励",d:excited/p:excited/3:excites/i:exciting,ecdict-bc015ed2e24a
excitement,cet4 ky toefl ielts,"[""cet4-w-df37736c626f1054697f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 刺激, 兴奋
[医] 兴奋, 激动",s:excitements,ecdict-bc015ed2e24a
exciting,cet4 cet6 ky toefl ielts,"[""cet4-w-69672e704061d981f249""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 令人兴奋的, 刺激的
[电] 激磁",i:exciting/0:exciting/1:i,ecdict-bc015ed2e24a
exclaim,cet4 cet6 ky toefl ielts gre,"[""cet4-w-ed0a8402063be93dbb5d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"v. 大叫, 呼喊, 大声叫",p:exclaimed/i:exclaiming/3:exclaims/d:exclaimed,ecdict-bc015ed2e24a
exclude,cet4 cet6 ky toefl ielts gre,"[""cet4-w-49a922944a5b9e809bbe""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 除外, 排除, 排斥
[医] 除外(诊断)",d:excluded/i:excluding/3:excludes/p:excluded,ecdict-bc015ed2e24a
exclusive,cet4 cet6 ky toefl ielts gre,"[""cet4-w-42c3822c0aa32c2b871d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 排外的, 独占的, 唯一的
[计] 独占的",s:exclusives,ecdict-bc015ed2e24a
exclusively,cet4 cet6 toefl ielts,[],outside_selected_syllabus,ECDICT 标签仅作候选；所选考纲四级范围无对应词形，不自动加入。,"adv. 排他地, 仅仅, 专门, 只, 仅, 唯一地, 专有地",,ecdict-bc015ed2e24a
excursion,cet4 cet6 ky toefl ielts gre,"[""cet4-w-e990425f794149600572""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 远足, 游览圆, 短程旅行
[医] 移动, 离轨, 逸出",s:excursions,ecdict-bc015ed2e24a
execute,cet4 cet6 ky toefl ielts gre,"[""cet4-w-e156b321b452d2902a9b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 执行, 实行, 完成, 处死, 制成
[计] 执行",d:executed/p:executed/i:executing/3:executes,ecdict-bc015ed2e24a
executive,cet4 cet6 ky toefl ielts,"[""cet4-w-0cb6b3a9da28efbf7bf5""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 执行部门, 执行委员会, 执行者, 经理主管人员
a. 执行的, 善于执行的, 善于经营的
[计] 执行程序",s:executives,ecdict-bc015ed2e24a
exert,cet4 cet6 ky toefl ielts gre,"[""cet4-w-5d445e3d209009d45ada""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 发挥, 运用, 施以影响
[法] 施加, 产生, 行使",d:exerted/3:exerts/p:exerted/i:exerting,ecdict-bc015ed2e24a
exhaust,cet4 cet6 ky toefl ielts gre,"[""cet4-w-f8d330d2d518193530bd""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 排气, 排气装置, 废气
vt. 抽完, 用尽, 耗尽, 使精疲力尽
vi. 排气",d:exhausted/i:exhausting/s:exhausts/p:exhausted/3:exhausts,ecdict-bc015ed2e24a
exhaustion,cet4 toefl,"[""cet4-w-3c2058d7b2ac8a7ee0eb""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 抽空, 耗尽, 疲惫, 筋疲力尽
[化] 抽空",s:exhaustions,ecdict-bc015ed2e24a
exhibit,cet4 cet6 ky toefl,"[""cet4-w-2d1f624c2adf2eb716ad""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 显示, 显现, 展览品, 陈列品, 展览
vt. 展现, 陈列, 展览
vi. 开展览会",d:exhibited/s:exhibits/i:exhibiting/p:exhibited/3:exhibits,ecdict-bc015ed2e24a
exhibition,gk cet4 cet6 ky toefl ielts,"[""cet4-w-f50a686fdf033f8fd6fa""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 表现, 展览会, 展览品
[医] 投药, 展览, 展出",s:exhibitions,ecdict-bc015ed2e24a
exist,gk cet4 cet6 ky toefl,"[""cet4-w-12b2612b94b0f5322744""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vi. 存在, 生存, 发生",3:exists/p:existed/d:existed/i:existing,ecdict-bc015ed2e24a
existence,gk cet4 cet6 ky ielts,"[""cet4-w-a0e2bae416dc497f1b52""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 存在, 生存
[法] 存在, 存在状态, 实体",s:existences,ecdict-bc015ed2e24a
exit,gk cet4 cet6 ky toefl,"[""cet4-w-d8b24a6b0779b050dc52""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 出口, 退场, 离去, 去世
vi. 退出, 脱离, 去世
[计] 退出; DOS内部命令:本命令用于退出当前的命令处理器(COMMAND.COM)
恢复前一个命令处理器",s:exits/i:exiting/p:exited/d:exited/3:exits,ecdict-bc015ed2e24a
expand,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-0d6748453ca6da541ac8""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 使膨胀, 详述, 扩张
vi. 张开, 发展
vt. 展开
vi. 展开
[计] 展开; DOS外部命令:将原始DOS磁盘上的压缩文件解压缩并拷贝到硬盘上",d:expanded/i:expanding/3:expands/p:expanded,ecdict-bc015ed2e24a
expansion,cet4 cet6 ky toefl ielts,"[""cet4-w-06ac1d3fe36086b61cec""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 扩充, 开展, 膨胀
[计] 扩展",s:expansions,ecdict-bc015ed2e24a
expectation,gk cet4 cet6 ky,"[""cet4-w-35326b8c909202b6fb66""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 期待, 指望, 展望
[化] 期望值",s:expectations,ecdict-bc015ed2e24a
expel,cet4 cet6 ky toefl ielts gre,"[""cet4-w-1af07d1503470ebfdf7d""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 驱逐, 逐出, 排出, 开除
[医] 排除, 迫出",d:expelled/p:expelled/i:expelling/3:expels,ecdict-bc015ed2e24a
expend,cet4 ky ielts gre,"[""cet4-w-b3aa8d382534be205de3""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 花费, 消耗, 用光",d:expended/p:expended/i:expending/3:expends,ecdict-bc015ed2e24a
expenditure,cet4 cet6 ky toefl ielts gre,"[""cet4-w-905df230e1f173b1d090""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 开支, 费用, 用光, 消费额
[经] 支出, 费用, 消费",s:expenditures,ecdict-bc015ed2e24a
expense,gk cet4 ky,"[""cet4-w-82b9ec933c996ac1da6b""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 费用, 代价, 开支, 损失
[经] 费用, 开支, 将支出转为费用",s:expenses,ecdict-bc015ed2e24a
experience,zk gk cet4 cet6 ky ielts,"[""cet4-w-4b2d05f83d276e637e6f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 经历, 经验, 体验
vt. 经历, 经验, 体验",s:experiences/d:experienced/i:experiencing/p:experienced/3:experiences,ecdict-bc015ed2e24a
experiment,zk gk cet4 cet6 ky ielts,"[""cet4-w-d02f11b53c7a3f7a7216""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 实验, 试验, 实验仪器
vi. 实验, 尝试",s:experiments/i:experimenting/d:experimented/p:experimented/3:experiments,ecdict-bc015ed2e24a
experimental,cet4 cet6 ky ielts,"[""cet4-w-442086d27c3b0b686381""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"a. 实验的, 根据实验的
[医] 实验的",,ecdict-bc015ed2e24a
expert,gk cet4 ky ielts,"[""cet4-w-c8834f99ec2d2c9bb76e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 专家, 行家
a. 老练的, 内行的, 专门的
[计] 高级",s:experts,ecdict-bc015ed2e24a
explain,zk gk cet4 cet6 ky,"[""cet4-w-e01912296a8a69b9b856""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"v. 解释, 说明",p:explained/d:explained/3:explains/i:explaining,ecdict-bc015ed2e24a
explanation,gk cet4 cet6 ky,"[""cet4-w-522a83dda197fd700993""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 解释, 说明, 辩解, 表明
[经] 解释, 注释, 说明",s:explanations,ecdict-bc015ed2e24a
explode,gk cet4 cet6 ky toefl ielts,"[""cet4-w-9e65885025efc6343932""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vi. 爆炸, 爆发, 激增
vt. 使爆炸",p:exploded/i:exploding/d:exploded/3:explodes,ecdict-bc015ed2e24a
exploit,gk cet4 cet6 ky toefl ielts gre,"[""cet4-w-e3d683adae474e253793""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 功绩, 勋绩
vt. 开发, 利用, 开拓, 剥削",d:exploited/i:exploiting/s:exploits/p:exploited/3:exploits,ecdict-bc015ed2e24a
explore,gk cet4 cet6 ky toefl ielts,"[""cet4-w-5b8cf425aeb76ee90c87""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"v. 探险, 探测, 探究",i:exploring/d:explored/3:explores/p:explored,ecdict-bc015ed2e24a
explosion,cet4 cet6 ky ielts,"[""cet4-w-8f5ed2b573829071e691""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 爆发, 激增, 爆炸(声)
[化] 爆炸",s:explosions,ecdict-bc015ed2e24a
explosive,cet4 cet6 ky toefl ielts gre,"[""cet4-w-ce035522f6ffb6072b26""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 炸药, 爆破音
a. 易爆发的, 爆炸的, 暴躁的",s:explosives,ecdict-bc015ed2e24a
export,gk cet4 ky ielts,"[""cet4-w-8c8d138547024805cf9e""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 输出品, 输出
vt. 输出, 出口
vi. 输出物资
[计] 导出",s:exports/d:exported/3:exports/i:exporting/p:exported,ecdict-bc015ed2e24a
expose,gk cet4 cet6 ky toefl ielts,"[""cet4-w-0c49e64c22dfb2c78289""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"vt. 使暴露, 使曝光, 揭穿, 陈列
[医] 暴露, 露置",d:exposed/i:exposing/p:exposed/3:exposes,ecdict-bc015ed2e24a
exposure,cet4 cet6 ky toefl ielts gre,"[""cet4-w-83ce3a02676b33cc76ed""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 暴露, 揭发, 揭露
[化] 曝光量; 照射; 照射量",s:exposures,ecdict-bc015ed2e24a
express,zk gk cet4 cet6 ky,"[""cet4-w-ebdcb2bc085fa62433b4""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 快车, 快递, 专使
a. 明确的, 丝毫不差的, 专门的, 快的
vt. 表达, 表示, 表露",d:expressed/i:expressing/p:expressed/3:expresses,ecdict-bc015ed2e24a
expression,gk cet4 cet6 ky,"[""cet4-w-4aa53351fcd2903887fd""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"n. 表达, 表现, 词语, 措辞
[计] 表达式",s:expressions,ecdict-bc015ed2e24a
extend,cet4 cet6 ky toefl ielts gre,"[""cet4-w-5c9b072dae66976bf09f""]",in_selected_syllabus,与当前考纲词形或已登记拼写变体相符。,"v. 扩充, 延伸, 伸展, 扩大
[计] 扩展",d:extended/i:extending/3:extends/p:extended,ecdict-bc015ed2e24a
